FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2024-04-20,UA,1578,MSP,LAS,1245,-9.8,-6.069886350818479,0,1703
2024-11-30,F9,124,PHX,SEA,1850,-6.4,-10.791475437520791,0,1834
2023-07-09,F9,3120,MCO,IAH,1620,-5.0,2.720463076951191,0,292
2024-11-17,AA,2856,MSP,DFW,550,-5.1,-9.646130298377757,0,1391
2024-07-16,F9,2976,ORD,EWR,1650,2.9,6.3273644545813,0,518
2024-07-20,B6,1013,PHX,MSP,710,-2.6,-0.42165228452164794,0,1544
2023-09-01,AA,2986,JFK,SEA,1320,43.1,32.9999741387504,0,1609
2024-05-19,DL,3747,IAH,ATL,1730,44.7,44.16388234347748,0,2082
2023-05-11,AS,1561,MCO,FLL,1220,-6.0,-5.886604885236316,0,752
2024-04-29,AS,461,DTW,DEN,1130,2.1,-2.663228915477441,0,1128
2024-10-08,B6,3506,BOS,SEA,1950,31.8,35.64890865258686,0,371
2023-01-21,NK,1300,FLL,SEA,645,81.0,86.95619407186594,0,2280
2023-06-16,AS,912,PHX,LAS,700,16.9,17.758021215016853,0,1740
2023-10-01,B6,1825,MCO,FLL,1830,10.0,14.722342840641424,0,2132
2024-01-23,AA,1092,JFK,SFO,1810,43.1,43.420033755504356,0,657
2024-08-23,UA,1175,MCO,SEA,1100,2.6,-3.2387945889373113,0,2076
2023-11-12,UA,3202,DEN,BOS,1350,-3.2,-7.430845877388957,0,1223
2023-01-14,UA,283,JFK,ORD,830,80.0,81.76392843971982,0,1663
2023-08-30,DL,2264,SFO,MCO,1850,4.2,-2.7694628289826193,0,905
2023-12-12,AA,3244,EWR,SEA,1230,-7.0,-7.138175775389963,0,331
2024-07-18,F9,3318,BOS,FLL,1415,-7.0,-4.652502664027441,0,1469
2023-12-06,AS,223,CLT,DFW,750,131.3,144.33394732915292,0,2475
2023-04-02,DL,1817,CLT,SEA,1410,-6.1,-2.01142060794127,0,299
2024-01-02,DL,1735,DTW,DEN,1510,-4.3,-5.790389402140435,0,2258
2024-03-30,AS,1091,DEN,DFW,1030,0.4,0.2302211808705124,0,2539
2024-03-03,UA,1566,BOS,LGA,1820,-1.7,-7.10454731353236,0,1948
2024-05-23,UA,929,JFK,LGA,900,-3.3,-8.377832122855649,0,2044
2023-02-04,UA,2325,LAS,DEN,1850,39.7,42.427836723961576,0,1040
2023-07-25,NK,777,DEN,MIA,1615,3.8,11.317857033340232,0,1708
2023-03-22,AS,1133,BOS,CLT,1715,230.4,229.61703481580685,0,2314
2024-07-15,AA,1286,FLL,PHX,1520,59.4,65.07453827210799,0,1807
2024-01-23,AA,3729,LGA,JFK,1200,-1.1,-0.030569346014358345,0,1262
2023-01-02,AS,891,CLT,MSP,1015,-5.4,1.2142460914330186,0,1723
2024-01-25,UA,709,LAX,DTW,1615,-3.8,-12.302675458863153,0,2422
2024-07-19,DL,2774,MCO,DEN,1050,3.7,3.719339967036465,0,2006
2023-04-16,AA,1452,CLT,IAH,750,-1.3,-5.403485197874239,0,2596
2024-04-21,B6,3134,IAH,MIA,930,-2.8,3.0771645715440936,0,900
2024-12-03,DL,1477,FLL,MCO,1635,-1.5,-3.7520700534261957,0,261
2024-02-06,AS,818,LGA,JFK,1715,49.2,50.65803776187117,0,1660
2024-12-30,F9,190,JFK,BOS,1015,3.1,2.9821124090962914,0,2472
2024-07-09,DL,2494,DEN,LAX,1000,-10.1,-16.490863508403024,0,1713
2023-06-11,NK,2786,BOS,MCO,1315,2.7,4.8821197812588935,0,1772
2023-07-21,WN,2563,IAH,DEN,900,-0.3,0.7427748715547182,0,2556
2023-09-27,AA,336,PHX,LAS,1420,-4.8,-6.466182265846413,0,1904
2023-09-28,NK,3710,LAX,LGA,1050,1.3,-0.8420449689820637,0,413
2024-03-31,B6,2173,LAX,LGA,830,48.4,57.05186299497935,0,764
2024-04-06,AA,3343,CLT,LAS,800,-0.3,4.400929455051537,0,1812
2024-12-27,NK,3828,ATL,BOS,915,-2.4,-2.6617838860095118,0,253
2023-09-09,DL,2035,LGA,DFW,820,-4.1,-2.262394119195264,0,537
2024-12-02,AS,582,BOS,DTW,2000,-1.1,3.0428399565769904,0,1091
2023-10-23,AA,1789,SFO,DFW,1530,-5.5,-6.839766824207549,0,931
2024-12-25,DL,1993,SFO,DEN,820,23.0,27.06456101707476,0,2303
2024-12-20,B6,1435,BOS,FLL,1200,-0.5,-0.1327837042368496,0,1602
2023-12-04,DL,2369,JFK,SEA,910,2.5,5.1584341558105775,0,1480
2023-02-22,NK,1613,FLL,PHX,1520,27.9,22.383936405331422,0,955
2023-08-05,AS,3592,ATL,LAS,1815,-1.3,2.9486912846521562,0,2486
2023-07-07,UA,3765,ATL,MCO,1130,-2.8,4.220160324881046,0,372
2024-01-15,AS,3391,IAH,DFW,1220,0.3,-10.194988922470348,0,212
2024-05-07,DL,1355,JFK,LGA,1130,0.8,4.6091420943063035,0,2265
2023-02-10,UA,755,JFK,DFW,1245,1.6,-7.981936098079908,0,2592
2023-06-06,B6,3429,DFW,PHX,610,-5.0,-12.023852403744282,0,2300
2023-01-15,B6,1079,CLT,MSP,1415,-6.3,-13.631647280355846,0,430
2023-03-06,DL,3073,FLL,EWR,1920,-5.4,-0.7198581686220358,0,901
2024-06-04,UA,2476,MCO,LAX,1730,8.5,4.582158314553906,0,2408
2023-12-10,F9,1562,ORD,DEN,1820,27.5,18.171767069064366,0,1153
2023-05-09,DL,3362,ORD,PHX,950,-5.9,-8.478005225398377,0,1557
2024-10-09,F9,2006,SEA,ORD,1435,-4.7,-10.675267760123168,0,1828
2024-04-16,NK,1443,ATL,LGA,1820,-6.9,1.271991345600716,0,1352
2023-03-04,F9,3236,FLL,LGA,720,-8.5,-10.058964699579372,0,1638
2023-05-19,B6,766,MIA,BOS,1820,15.4,14.794853232981762,0,1207
2024-05-13,F9,2393,DTW,BOS,735,-7.1,-5.526685655480415,0,2324
2024-08-15,UA,3308,MSP,ORD,2020,-7.8,1.254502862771166,0,2211
2024-01-27,WN,3127,EWR,LAS,700,101.7,95.40978544568809,0,1669
2024-11-05,WN,266,PHX,LGA,1135,-3.2,-4.7027225471051235,0,2312
2024-02-23,B6,262,DTW,ATL,650,0.6,0.5643547822657314,0,1203
2023-10-16,AS,2820,MCO,IAH,615,-0.3,5.034862372437553,0,1916
2024-01-14,UA,3568,PHX,EWR,1830,-5.2,-2.753262408353795,0,945
2024-05-04,F9,945,MSP,FLL,715,3.2,12.616672096045257,0,1752
2023-08-19,DL,3608,ATL,DTW,1710,37.7,34.06576028336311,0,514
2023-02-10,AS,1124,DTW,SFO,1850,-2.5,0.7163200507272438,0,2138
2023-01-28,AS,2325,BOS,JFK,1910,-4.6,-6.219080357246512,0,2445
2023-05-15,NK,3652,BOS,CLT,1830,71.6,68.9365511620336,0,1550
2023-07-20,B6,3161,ORD,LAX,1910,1.2,0.844001127959072,0,2137
2023-02-02,B6,970,LAX,PHX,650,0.8,1.3202596657749897,0,2092
2023-02-17,AA,2391,JFK,DTW,2120,26.0,36.204458916924,0,575
2024-05-17,AS,791,EWR,ATL,650,-2.4,-6.942961758090156,0,466
2024-02-11,AS,3973,ORD,MIA,820,37.9,35.76434243138587,0,1753
2024-07-27,NK,3409,ATL,DTW,710,-5.7,3.4546241189159828,0,1181
2024-12-28,DL,3288,EWR,SEA,1645,-5.1,-3.0540045781997436,0,997
2023-04-09,DL,1471,PHX,FLL,715,-1.1,-0.3219223129778568,0,1745
2024-11-14,WN,106,DEN,MIA,1015,-6.9,-8.000245341552288,0,1568
2024-12-26,AA,1297,FLL,SEA,1515,0.5,-6.686206588350947,0,1545
2024-06-30,AS,1239,MIA,LAX,1315,-3.8,-17.40926208833159,0,313
2024-09-04,DL,2402,FLL,EWR,820,2.0,-1.0985226752741886,0,618
2024-04-06,AS,571,MIA,SEA,1345,37.9,32.77331737476101,0,2547
2024-10-04,F9,1714,DTW,PHX,1015,19.7,24.344184871089915,0,1585
2023-01-05,DL,635,DTW,ATL,1410,-6.8,-4.634912332083842,0,2359
2023-08-06,NK,2750,DTW,FLL,1320,21.3,28.85659297744627,0,437
2024-05-17,WN,2698,SFO,DEN,2010,34.5,41.64791189835622,0,2131
2024-02-02,AA,1057,MSP,ATL,1835,-9.6,-6.320020817271184,0,721
2024-01-28,AA,2342,SEA,CLT,550,141.8,148.13862828459074,0,1265
2023-07-26,UA,303,PHX,DEN,810,5.0,9.934123623368897,0,1333
2023-01-15,AS,1292,BOS,FLL,1830,-4.4,-0.7435092156825687,0,1047
2024-07-07,NK,2304,MCO,FLL,1310,-1.8,-6.401195584195053,0,1186
2024-04-05,B6,1835,IAH,LAX,1600,-1.2,-2.9370121988312747,0,1318
2024-11-21,UA,3117,JFK,MIA,1335,-5.7,-14.992784013924492,0,397
2024-07-28,AA,2932,DTW,EWR,1745,-7.1,-5.611024402727281,0,1113
2023-08-29,AS,1004,SFO,MCO,850,-0.9,0.05371738123185266,0,1018
2024-07-17,WN,589,JFK,ORD,1620,1.2,2.3767448385594587,0,1960
2023-04-06,F9,2653,MSP,PHX,1850,0.3,1.5390403394909808,0,818
2024-04-29,UA,3954,SEA,PHX,920,0.9,6.435580766082244,0,1828
2024-02-11,WN,103,CLT,ORD,1100,-4.2,-11.21561147255991,1,1072
2023-08-19,AA,2808,DFW,MCO,1435,-5.3,-3.7938035432231194,0,369
2024-10-16,AS,3754,MCO,DFW,1850,-3.0,2.4509358165856145,0,2412
2023-06-20,WN,1003,JFK,IAH,1835,3.3,12.6188723336037,0,2171
2024-06-24,UA,657,SFO,MSP,1320,0.8,7.5414758908699575,0,2567
2023-02-05,AA,2871,SEA,ATL,1510,-7.1,-7.5960340789718295,0,2253
2024-06-08,AA,1770,ORD,MIA,1835,0.1,-4.27010756808523,0,1211
2023-06-09,UA,1233,SEA,LAX,950,8.1,1.1045577428024504,0,691
2024-11-29,AS,1321,MIA,FLL,1750,29.8,32.89179387289635,0,2579
2023-08-31,B6,492,ATL,SFO,945,-0.5,-0.5629933135945056,0,765
2023-03-27,UA,3121,PHX,ORD,1445,85.2,83.42395855207806,0,392
2024-07-31,UA,2579,FLL,ORD,1915,3.8,8.248345604004456,0,2400
2024-11-12,AS,2247,MIA,ORD,1345,-4.5,-5.823624715930154,0,1192
2024-07-10,DL,2199,SFO,PHX,710,-0.3,-6.206320679513326,0,977
2024-07-27,AA,1536,MIA,DFW,1820,3.3,9.26168301091236,0,947
2024-10-07,DL,1126,ORD,BOS,1400,20.1,17.757845091967287,0,2291
2023-01-28,DL,2768,IAH,SEA,745,-4.8,-5.397636353775676,0,1190
2024-09-11,DL,3330,DTW,SEA,515,-6.7,-11.179985265460699,0,1752
2024-07-09,WN,3515,DFW,BOS,920,2.8,3.6852390207810206,0,1083
2023-12-06,NK,3234,DFW,LAX,835,-0.9,-1.7882417640515262,0,2431
2023-11-27,UA,3323,ORD,LAS,1410,-8.2,-9.961762394628186,0,976
2024-10-01,DL,1299,DEN,PHX,1415,18.3,22.246419869893415,0,219
2024-05-20,WN,199,EWR,CLT,1715,-5.2,-12.25839464598459,0,2372
2023-12-14,WN,3974,SEA,LAX,1345,4.6,12.036010001961893,1,2129
2024-04-17,NK,2009,LAX,LAS,915,46.9,40.0103770485251,0,1783
2023-08-19,AA,1660,BOS,ATL,645,-2.5,-2.6278812472038156,0,1987
2023-07-09,UA,283,MCO,JFK,550,-5.4,-3.095209989620637,0,1433
2023-08-13,AS,2506,FLL,LAX,1915,0.8,-9.185112061024354,0,487
2024-01-20,B6,3418,SFO,ORD,850,1.8,-1.354264868890726,0,1464
2024-01-12,UA,2680,DEN,MIA,1330,-7.5,-13.804601480385017,0,489
2023-10-10,WN,754,SFO,LGA,1720,-1.3,3.7449750958596706,0,2006
2024-09-24,F9,3909,JFK,PHX,1935,4.9,8.841332862618774,0,1363
2024-09-19,UA,2092,ATL,BOS,920,43.7,40.97004069398296,0,2303
2023-09-16,AA,1254,EWR,PHX,910,1.5,4.976580327672115,0,1606
2023-12-25,UA,2012,PHX,CLT,845,64.3,63.67405814526475,0,1270
2024-12-10,NK,1133,CLT,MSP,835,-7.5,-9.752861930318195,0,2004
2024-03-31,WN,2325,ATL,EWR,1245,-8.5,-8.243688126347529,0,279
2024-02-15,F9,818,MIA,SFO,1550,-4.3,-9.642134952329016,0,1221
2024-10-10,NK,2656,ATL,PHX,1610,-4.8,-3.4727755909975957,0,1196
2023-11-14,WN,3297,ORD,MCO,1045,4.9,7.51970871451615,0,1081
2024-11-07,DL,1971,MIA,MCO,1410,6.0,5.692487580194014,0,1657
2023-08-13,WN,3696,LAS,PHX,500,0.7,3.203408105179766,0,1878
2023-08-22,AA,1167,IAH,LGA,1830,0.5,2.6467005058414683,0,1243
2024-11-14,WN,3919,SEA,MSP,1845,-5.6,-17.678003994588924,0,1229
2024-10-25,UA,3556,DFW,DTW,1320,30.8,20.432101967011278,0,1716
2024-01-09,AS,1810,DTW,SFO,900,0.0,-4.309890503290799,0,2410
2024-11-02,AS,3421,DTW,DFW,2020,-1.4,-7.733792180696577,0,789
2024-08-30,AS,3226,JFK,MSP,1720,66.7,59.845046664153294,0,1190
2024-04-16,B6,3844,ATL,DFW,520,-5.9,-9.213139147923211,0,1897
2023-08-21,WN,1067,FLL,IAH,1220,0.8,4.4992444742726665,0,1272
2024-11-22,AS,2419,JFK,DTW,730,21.4,14.832686952586089,0,2478
2023-04-23,F9,2707,IAH,SEA,815,-11.8,-9.27297801588121,0,2432
2024-05-11,AA,1414,EWR,SEA,520,0.6,1.0515073353264175,0,1250
2024-03-17,NK,3222,MSP,BOS,1530,-5.9,-0.9668540464971764,0,1215
2024-07-17,AA,2079,LAS,MIA,935,60.1,57.91822769839514,0,1658
2023-09-25,AS,2993,SFO,FLL,1020,43.6,44.97350129874286,0,273
2024-05-24,AA,3788,IAH,LGA,645,-3.0,1.8194739400899378,0,2581
2024-01-21,AS,1470,MSP,JFK,535,1.1,7.564143457101967,0,463
2024-01-22,AA,2575,SEA,LAS,1715,1.8,3.3677748013284994,0,472
2023-04-23,UA,3091,BOS,LAX,1515,1.8,11.666902898438181,0,632
2024-09-04,DL,1508,CLT,LAS,1100,3.1,3.493933272366347,0,461
2024-09-16,NK,2901,CLT,DTW,710,41.1,45.60018716351434,0,1641
2023-03-22,F9,1998,DEN,MSP,1700,-2.6,-10.180380432413129,0,1948
2024-11-29,F9,449,DEN,DFW,1915,49.4,43.41783386434352,0,1007
2023-04-23,B6,2438,IAH,MIA,1330,-1.7,2.7546124595982695,0,430
2023-01-02,NK,610,JFK,EWR,845,-2.8,-4.191300929000472,1,1390
2024-10-03,AS,2498,SFO,IAH,1520,0.8,-6.487585291471958,0,1013
2023-08-08,NK,1647,MSP,ATL,700,20.3,23.034589149694355,0,350
2024-07-19,DL,3787,LAS,PHX,815,-1.0,-3.1224472958915355,0,1147
2023-08-13,DL,2694,PHX,LAS,1230,-2.3,-10.28403308431968,0,1451
2024-01-20,DL,325,LAS,BOS,935,-7.5,-9.376621235735586,0,2125
2024-02-07,UA,778,BOS,SEA,1950,-5.6,-4.656980536120543,0,782
2024-09-29,NK,3811,DFW,IAH,1715,20.8,17.088353113589644,0,1390
2023-05-10,NK,3523,LAX,MIA,1035,-3.5,12.313662421641366,0,1712
2023-02-22,B6,2863,PHX,SFO,1935,1.9,-3.39743919217624,0,1473
2024-11-14,WN,2576,PHX,EWR,1100,92.8,89.2245152089449,0,1597
2024-12-30,F9,895,LGA,ORD,1410,1.4,-1.5369870608659277,0,2155
2024-11-02,F9,822,CLT,SFO,1415,-3.8,1.55138949790605,0,714
2024-12-10,WN,2043,DFW,DEN,1520,-9.5,-8.559335879914864,0,2536
2024-02-20,AS,3063,MCO,LAS,930,0.0,6.024270356257285,0,2318
2023-09-04,B6,569,BOS,DTW,1935,49.0,44.639324844477656,0,1734
2024-03-14,B6,622,LGA,ORD,935,-8.8,-12.08868940150753,0,917
2023-07-22,AA,3455,SEA,PHX,1515,42.8,38.367950089590366,0,2032
2023-07-03,NK,843,JFK,LGA,1600,16.2,19.88835908403276,0,474
2023-05-03,DL,119,DFW,BOS,1835,-13.0,-17.179107365744464,0,1630
2024-02-05,AA,1878,SFO,LAX,1245,2.7,2.2118283081254537,0,2405
2023-10-21,UA,3543,IAH,ATL,1620,-1.1,-2.2141772802893755,0,644
2023-10-07,F9,3485,PHX,ORD,745,-1.4,-2.4983124048020944,0,702
2024-09-01,UA,907,DEN,CLT,1750,3.0,2.256072249647566,0,2253
2023-07-17,B6,1898,LAS,JFK,1620,1.9,8.830746451788036,0,1003
2024-05-25,F9,3001,ORD,LAX,1115,3.6,2.8866884593466353,0,285
2023-05-24,F9,1544,MCO,BOS,1045,-8.9,-6.868405556062788,0,257
2024-08-31,F9,1891,MIA,DEN,1120,-0.2,5.279949294244335,0,1586
2023-07-20,UA,3148,DTW,CLT,745,61.1,66.32522754553875,0,2415
2023-05-04,B6,2560,MSP,DFW,1550,26.3,31.59134982940143,0,2027
2023-07-06,NK,2223,JFK,IAH,1820,-1.8,-2.636226566525358,0,607
2023-11-22,F9,1472,ORD,MSP,1545,-1.6,-4.048638366735785,0,581
2024-04-08,F9,2567,FLL,CLT,1400,2.0,2.7658674700698467,0,1464
2023-12-15,WN,2694,DEN,PHX,2135,-0.8,-2.7720675089897497,0,636
2024-10-21,F9,2766,PHX,MSP,1350,41.2,36.904481267281625,1,1376
2024-02-07,F9,1785,ATL,DTW,1035,-3.2,-10.521686757330531,0,567
2023-12-12,DL,3445,MSP,MIA,1635,-2.8,-6.454897040500126,0,1346
2024-05-25,F9,1564,ORD,LAS,1320,-4.9,-7.678826427965391,0,1784
2023-05-27,F9,1209,LGA,MCO,2010,-9.2,-10.73817824040992,0,780
2023-05-28,NK,694,DTW,JFK,1820,-2.4,-7.857228032702489,0,1756
2024-12-11,UA,2693,CLT,MSP,1920,-4.8,-8.094977734149444,0,2374
2024-05-03,AA,1580,SEA,CLT,500,-3.6,-2.723065633598769,0,850
2024-10-01,UA,429,SEA,LAS,1000,-2.8,-6.908612787149802,0,1087
2024-07-04,F9,3254,MIA,LAX,1410,-1.6,-4.438381242314418,0,2445
2023-12-04,AS,3785,EWR,BOS,1030,-5.6,-9.743555592187612,0,2275
2024-10-02,DL,1644,DTW,BOS,1530,-4.7,-7.456793189713995,0,2211
2024-04-17,F9,2966,ATL,SFO,1610,35.8,28.397930282665108,0,632
2023-05-31,UA,1663,BOS,EWR,1420,-4.8,-1.7450156784536732,0,2464
2024-02-19,B6,321,IAH,ORD,1235,1.9,-8.96181076649698,0,2504
2023-10-25,UA,3964,SFO,LAX,1500,2.7,5.821314700741915,0,1554
2024-09-02,WN,3381,JFK,IAH,1710,-3.3,-10.476030284174726,0,1116
2023-09-20,F9,1559,DFW,ATL,1530,-6.2,-7.651150594978497,0,568
2023-05-24,F9,1123,SEA,JFK,1710,-5.5,-2.84151905414284,0,622
2023-12-12,NK,2685,LGA,SFO,1910,-0.5,-8.465697212057966,0,584
2024-09-15,WN,246,ORD,LAX,720,24.8,25.043948274003927,0,1217
2024-07-25,UA,3162,DFW,LAX,1830,15.9,7.589349906398136,0,2397
2023-01-02,AA,1342,PHX,MIA,1045,1.3,6.759948137295023,0,1818
2023-10-31,UA,167,LAX,DEN,1410,-5.3,-7.518312263311683,0,1542
2023-09-11,B6,2452,EWR,PHX,1915,18.6,11.90053843624235,0,877
2024-10-13,F9,125,BOS,LGA,1450,2.4,-1.959073878536183,0,1679
2024-03-28,B6,1936,MCO,LGA,720,-4.2,-4.67552947087484,0,1641
2023-02-06,NK,422,MIA,SEA,1335,-8.9,-2.73556839116658,0,1131
2023-06-09,NK,2776,MCO,ATL,1850,-1.9,0.3680401518428731,0,2302
2023-01-09,NK,3271,LAX,ORD,1130,-10.4,-10.757065062279858,0,795
2023-08-21,NK,3818,JFK,FLL,1730,70.5,78.64755967995858,0,406
2023-04-09,NK,3949,IAH,MSP,1720,68.4,65.44524359775845,0,1224
2024-10-20,B6,592,LAX,SEA,1815,21.1,17.974326570110225,0,599
2023-07-27,AA,3879,MCO,EWR,935,2.4,6.545838467839657,0,1350
2023-05-11,WN,2809,MSP,DTW,1330,-2.4,-0.8710198200943355,0,2315
2024-02-08,B6,1377,SEA,MSP,1000,-2.1,-0.2736929707656932,0,2338
2023-06-01,B6,3137,BOS,JFK,1335,39.4,41.4411105892808,0,457
2023-02-23,UA,3641,IAH,JFK,535,-4.6,-7.367299647566829,0,2429
2023-04-30,WN,3992,MCO,JFK,930,-2.0,-4.527571399354647,0,1700
2024-11-03,B6,2176,PHX,LAX,2050,3.2,-0.07478050133973069,0,883
2024-09-19,F9,2030,ATL,MCO,1415,-0.8,-0.7193535834928885,0,570
2024-08-09,NK,1250,MCO,DTW,830,-4.5,-6.52455794701085,0,1451
2024-09-16,B6,1314,CLT,LAS,1335,-6.8,0.14309682875878593,1,2266
2024-02-24,UA,1075,MSP,ORD,1545,7.9,11.120551494267623,0,1306
2024-02-26,UA,3872,IAH,LAX,1435,-3.7,4.664532890160799,0,309
2023-04-14,DL,3995,DEN,DFW,1330,102.6,96.74604250649261,0,532
2023-09-11,UA,3292,LGA,SEA,1550,-2.8,1.846531825147368,0,2222
2023-08-15,UA,1359,DEN,LAS,800,-3.0,-10.004906179530964,0,583
2023-04-22,DL,2972,MIA,LAX,1220,33.3,28.05476860440812,0,1190
2024-05-24,B6,2025,PHX,BOS,1600,-10.0,0.5484656993081689,0,1921
2024-04-17,AS,3208,MSP,JFK,1450,-2.4,-1.3098808284068741,0,1857
2023-04-09,UA,3440,ATL,SEA,1830,39.9,43.699176683083806,0,584
2023-06-02,AA,1348,IAH,ORD,1210,33.4,27.487533555347483,0,1757
2023-12-04,DL,2194,DFW,EWR,845,-6.2,-0.02137946412618863,0,1407
2024-12-06,AS,1622,LAS,DTW,630,-2.1,1.1334548616051556,0,1304
2023-06-12,AS,1579,MSP,DEN,1245,3.9,2.124030340749283,0,2519
2024-12-20,DL,1966,ORD,CLT,1200,-2.5,-1.9014385271132637,0,1264
2024-11-11,AS,2628,PHX,EWR,910,-9.7,-2.310374145551159,0,2532
2023-06-10,B6,2851,CLT,DEN,1430,3.1,13.346382483533072,0,2293
2024-08-02,AS,3524,BOS,DTW,945,3.2,3.504509808068602,0,675
2024-02-02,AS,3087,DFW,DTW,915,47.3,49.42245029025486,0,2567
2023-10-04,UA,1555,FLL,ORD,1420,0.3,-0.3133506334793496,0,2173
2024-05-18,AA,3659,ORD,LAS,1930,47.1,49.88495505107174,0,1648
2024-01-27,B6,2750,MSP,FLL,950,-7.4,-16.682179915229682,0,1593
2023-05-15,F9,593,ATL,CLT,815,3.3,-1.8008652952228061,0,1532
2023-07-14,UA,3829,LGA,DFW,1335,-0.8,-3.9006915641197306,0,1437
2024-02-05,B6,1241,DFW,SFO,700,-2.2,-4.401409656951764,0,1675
2024-10-01,AS,2320,MSP,DTW,1010,-4.4,-2.618005307528405,0,2104
2023-02-02,DL,3408,SFO,EWR,2110,16.9,20.218191984471027,0,2561
2024-11-18,DL,3916,LAX,ATL,1730,70.6,69.59315369174023,0,924
2024-04-04,UA,2171,CLT,FLL,1610,-4.6,-5.924748548680425,0,738
2024-04-14,NK,1209,DEN,LAS,650,-7.1,-6.026461970212454,0,2209
2024-01-10,B6,2069,BOS,JFK,930,28.9,23.89269562382026,0,359
2023-01-22,AS,670,SEA,SFO,1445,-2.7,-13.172125693588349,0,930
2024-10-31,UA,1890,SEA,JFK,1645,-0.0,2.3237658846895908,0,1110
2023-02-07,AS,2406,PHX,FLL,1545,-2.3,-1.1708599420875196,0,691
2023-08-18,WN,3238,IAH,PHX,820,-2.2,-3.027204626893,0,1384
2023-12-31,F9,3185,EWR,LAS,1250,0.5,7.022182978997373,0,1371
2024-07-16,F9,1219,JFK,LGA,930,2.2,0.2542612749654123,0,635
2024-03-13,UA,556,BOS,DFW,1920,67.3,72.99121470973928,0,703
2023-10-10,AS,3955,MIA,DFW,1335,41.6,42.76755676064768,0,2300
2023-01-27,WN,3388,BOS,PHX,1135,-10.9,-17.85311669876298,0,974
2023-08-14,DL,3880,PHX,EWR,1815,-3.7,-9.383202517679399,0,256
2023-10-04,AA,2337,CLT,LAX,1835,73.8,74.47950380403779,0,902
2024-08-31,DL,3632,FLL,JFK,1300,-2.0,-0.9553712020873724,0,1772
2023-10-11,F9,3870,FLL,CLT,1515,-2.4,8.1034487935026,0,1082
2024-04-25,AA,2498,IAH,SEA,1015,-6.2,-3.077123573930036,0,2188
